city,latitude,longitude,country,population
Yichun,47.7235,128.8893,China,1148126
Benin City,6.3176,5.6145,Nigeria,1147188
Birmingham,52.48,-1.9025,United Kingdom,1137100
Xiantao,30.3833,113.4,China,1140100
Amritsar,31.6269,74.877,India,1132383
Callao,-12.0611,-77.1333,Peru,1129854
Monterrey,25.6667,-100.3,Mexico,1135512
Alīgarh,27.88,78.08,India,1131160
Yingchuan,34.1511,113.4733,China,1131896
Ciudad Nezahualcóyotl,19.41,-99.03,Mexico,1109363
Tripoli,32.8752,13.1875,Libya,1126000
Nampo,38.7689,125.4505,North Korea,1127000
Rostov,47.2333,39.7167,Russia,1125299
Tegucigalpa,14.0942,-87.2067,Honduras,1126534
Tbilisi,41.7225,44.7925,Georgia,1118035
Guwāhāti,26.1722,91.7458,India,1116267
Ufa,54.7261,55.9475,Russia,1115560
Fès,34.0433,-5.0033,Morocco,1112072
Biên Hòa,10.9508,106.8221,Vietnam,1104000
N’Djamena,12.11,15.05,Chad,1092066
Ikare,7.5304,5.76,Nigeria,1099931
Salt Lake City,40.7777,-111.9306,United States,1098526
Bhilai,21.2186,81.4314,India,1097000
Hāora,22.5736,88.3251,India,1077075
Tamale,9.4075,-0.8533,Ghana,1095808
Xibeijie,39.737,98.5049,China,1095947
Copenhagen,55.6805,12.5615,Denmark,1085000
Nezahualcóyotl,19.4,-98.9889,Mexico,1077208
Hanchuan,30.652,113.8274,China,1092700
Gongzhuling,43.5036,124.8088,China,1092692
Krasnoyarsk,56.0089,92.8719,Russia,1083865
Cologne,50.9422,6.9578,Germany,1083498
Yicheng,31.3697,119.8239,China,1082929
Zhufeng,36,119.4167,China,1081960
São Gonçalo,-22.8269,-43.0539,Brazil,1077687
Nashville,36.1715,-86.7843,United States,1081903
Yerevan,40.1814,44.5144,Armenia,1075800
Nur-Sultan,51.1333,71.4333,Kazakhstan,1078362
Nouakchott,18.0858,-15.9785,Mauritania,1077169
Vereeniging,-26.6736,27.9319,South Africa,1074000
Richmond,37.5295,-77.4756,United States,1075798
São Luís,-2.53,-44.3028,Brazil,1073893
Rānchi,23.3556,85.3347,India,1073440
San Pedro Sula,15.5,-88.0333,Honduras,1073824
Taixing,32.1724,120.0142,China,1073921
Gwalior,26.215,78.1931,India,1069276
Memphis,35.1046,-89.9773,United States,1066967
Goyang,37.6564,126.835,South Korea,1061929
Bezwāda,16.5167,80.6167,India,1048240
Edmonton,53.5344,-113.4903,Canada,1062643
Bishkek,42.8667,74.5667,Kyrgyzstan,1053900
Mizhou,35.99,119.3801,China,1060000
Tunis,36.8008,10.18,Tunisia,1056247
Xishan,27.6609,113.4946,China,1060000
Ezhou,30.3972,114.8842,China,1059700
Barquisimeto,10.0678,-69.3467,Venezuela,1059092
Sendai,38.2683,140.8694,Japan,1058070
Hegang,47.3139,130.2775,China,1058665
Kathmandu,27.7167,85.3667,Nepal,975453
Mexicali,32.6633,-115.4678,Mexico,1049792
Voronezh,51.6717,39.2106,Russia,1047549
Perm,58.0139,56.2489,Russia,1048005
Changwon,35.2281,128.6811,South Korea,1046054
Zhongwei,37.5139,105.1884,China,1046000
Shouguang,36.8833,118.7333,China,1039205
Bogor,-6.5917,106.8,Indonesia,1030720
Raleigh,35.8325,-78.6435,United States,1038738
Cartagena,10.4236,-75.5253,Colombia,1036412
Chandīgarh,30.7353,76.7911,India,1026459
Matola,-25.9667,32.4667,Mozambique,1032197
Jodhpur,26.2944,73.0278,India,1033918
Ogbomoso,8.1333,4.25,Nigeria,1032000
Shymkent,42.3,69.6,Kazakhstan,1028673
Niamey,13.5086,2.1111,Niger,1026848
Taizhou,28.6583,121.4221,China,1030200
Managua,12.15,-86.2667,Nicaragua,1028808
Bagam,1.0678,104.0167,Indonesia,1029808
Shubrā al Khaymah,30.1286,31.2422,Egypt,1025569
Maceió,-9.6658,-35.735,Brazil,1025360
Monrovia,6.3106,-10.8047,Liberia,1021762
Wafangdian,39.6271,121.9972,China,1024876
Zhongxiang,31.169,112.5853,China,1022514
Odesa,46.4775,30.7326,Ukraine,1017699
Port-au-Prince,18.5425,-72.3386,Haiti,987310
New Orleans,30.0687,-89.9288,United States,1020886
Villahermosa,17.9892,-92.9281,Mexico,1013484
Thủ Đức,10.7924,106.7518,Vietnam,1013795
Volgograd,48.7086,44.5147,Russia,1015586
Mysore,12.3086,76.6531,India,1014227
Islamabad,33.6989,73.0369,Pakistan,1014825
Xinyi,22.3559,110.9369,China,1013900
Raipur,21.2379,81.6337,India,1010087
Arequipa,-16.3988,-71.5369,Peru,1008290
Port Harcourt,4.75,7,Nigeria,1005904
Louisville,38.1663,-85.6485,United States,1005654
Zaoyang,32.1287,112.7581,China,1004741
Shuizhai,33.4433,114.8994,China,1003698
Xingyi,25.091,104.9011,China,1004132
Kota,25.18,75.83,India,1001694
Quetta,30.192,67.007,Pakistan,1001205
Ottawa,45.4247,-75.695,Canada,989567
Stockholm,59.3294,18.0686,Sweden,975819
Asmara,15.3333,38.9167,Eritrea,963000
Freetown,8.4833,-13.2331,Sierra Leone,951000
Vientiane,17.9667,102.6,Laos,948487
Jerusalem,31.7833,35.2167,Israel,919438
Bangui,4.3732,18.5628,Central African Republic,889231
Panama City,9,-79.5,Panama,880691
Amsterdam,52.3667,4.8833,Netherlands,862965
Lomé,6.1319,1.2228,Togo,837437
Libreville,0.3901,9.4544,Gabon,797003
Zagreb,45.8131,15.9772,Croatia,790017
Dushanbe,38.5731,68.7864,Tajikistan,778500
Lilongwe,-13.9833,33.7833,Malawi,781538
Cotonou,6.402,2.518,Benin,762000
Colombo,6.9167,79.8333,Sri Lanka,752993
Pretoria,-25.7464,28.1881,South Africa,741651
Winnipeg,49.8844,-97.1464,Canada,705244
Quebec City,46.8139,-71.2081,Canada,705103
Oslo,59.9111,10.7528,Norway,693494
Athens,37.9842,23.7281,Greece,664046
Bujumbura,-3.3825,29.3611,Burundi,658859
Helsinki,60.1756,24.9342,Finland,642045
Skopje,41.9833,21.4333,Macedonia,640000
Chisinau,47.0228,28.8353,Moldova,639000
Riga,56.9475,24.1069,Latvia,614618
Kingston,17.9714,-76.7931,Jamaica,580000
Rabat,34.0253,-6.8361,Morocco,572717
Vilnius,54.6833,25.2833,Lithuania,574147
San Salvador,13.6989,-89.1914,El Salvador,567698
Djibouti,11.595,43.1481,Djibouti,562000
Dublin,53.3497,-6.2603,Ireland,553165
The Hague,52.08,4.31,Netherlands,537833
Asunción,-25.3,-57.6333,Paraguay,524190
Lisbon,38.708,-9.139,Portugal,506654
Bratislava,48.1447,17.1128,Slovakia,475503
Kitchener,43.4186,-80.4728,Canada,470015
Tallinn,59.4372,24.745,Estonia,438341
Beirut,33.8869,35.5131,Lebanon,361366
Cape Town,-33.925,18.425,South Africa,433688
Tirana,41.33,19.82,Albania,418495
Wellington,-41.2889,174.7772,New Zealand,418500
Dodoma,-6.1835,35.746,Tanzania,410956
Halifax,44.6475,-63.5906,Canada,403131
Bissau,11.8592,-15.5956,Guinea-Bissau,395954
Canberra,-35.2931,149.1269,Australia,381488
Juba,4.85,31.6,South Sudan,372410
Yamoussoukro,6.8161,-5.2742,Côte d'Ivoire,355573
Victoria,48.4283,-123.3647,Canada,335696
Maseru,-29.31,27.48,Lesotho,330790
Nicosia,35.1725,33.365,Cyprus,330000
Windhoek,-22.57,17.0836,Namibia,322500
Port Moresby,-9.4789,147.1494,Papua New Guinea,317374
Porto-Novo,6.4833,2.6167,Benin,300000
Sucre,-19.0431,-65.2592,Bolivia,300000
San José,9.9333,-84.0833,Costa Rica,288054
Ljubljana,46.05,14.5167,Slovenia,286745
Sarajevo,43.8563,18.4132,Bosnia And Herzegovina,275524
Nassau,25.0667,-77.3333,The Bahamas,274400
Bloemfontein,-29.1,26.2167,South Africa,256185
Fort-de-France,14.6104,-61.08,Martinique,253995
New Delhi,28.6139,77.209,India,249998
Gaborone,-24.6569,25.9086,Botswana,231626
Paramaribo,5.8667,-55.1667,Suriname,223757
Dili,-8.5536,125.5783,Timor-Leste,222323
Male,4.175,73.5083,Maldives,133019
Georgetown,6.7833,-58.1667,Guyana,200500
Gibraltar,36.1324,-5.3781,Gibraltar,187083
Saint-Denis,-20.8789,55.4481,Reunion,190047
Malabo,3.7521,8.7737,Equatorial Guinea,187302
Podgorica,42.4397,19.2661,Montenegro,174515
Manama,26.225,50.5775,Bahrain,157474
Port Louis,-20.1667,57.5,Mauritius,149194
Willemstad,12.108,-68.935,Curaçao,150000
Bern,46.948,7.4474,Switzerland,133798
Papeete,-17.5334,-149.5667,French Polynesia,131695
Luxembourg,49.6106,6.1328,Luxembourg,128512
Reykjavík,64.1475,-21.935,Iceland,128793
Praia,14.9177,-23.5092,Cabo Verde,127832
Sri Jayewardenepura Kotte,6.9,79.9164,Sri Lanka,115826
Bridgetown,13.0975,-59.6167,Barbados,110000
Moroni,-11.7036,43.2536,Comoros,111329
Thimphu,27.4833,89.6333,Bhutan,104000
Mbabane,-26.3208,31.1617,Swaziland,94874
Nouméa,-22.2625,166.4443,New Caledonia,93060
Honiara,-9.4333,159.95,Solomon Islands,84520
Suva,-18.1333,178.4333,Fiji,88271
Ankara,39.93,32.85,Turkey,77168
Castries,14.0167,-60.9833,Saint Lucia,70000
Cayenne,4.933,-52.33,French Guiana,61550
São Tomé,0.3333,6.7333,Sao Tome And Principe,56166
Port-Vila,-17.7333,168.3167,Vanuatu,51437
Hamilton,32.2942,-64.7839,Bermuda,52320
Bandar Seri Begawan,4.9167,114.9167,Brunei,50000
Monaco,43.7396,7.4069,Monaco,36371
Gitega,-3.4283,29.925,Burundi,41944
Port of Spain,10.6667,-61.5167,Trinidad And Tobago,37074
Apia,-13.8333,-171.8333,Samoa,37708
Tarawa,1.3382,173.0176,Kiribati,28802
Oranjestad,12.5186,-70.0358,Aruba,34980
Saint Helier,49.1858,-2.11,Jersey,33522
Banjul,13.4531,-16.5775,The Gambia,31356
Mamoudzou,-12.7871,45.275,Mayotte,32057
Majuro,7.0918,171.3802,Marshall Islands,30000
Douglas,54.15,-4.4819,Isle Of Man,27938
George Town,19.2866,-81.3744,Cayman Islands,27704
Victoria,-4.6236,55.4544,Seychelles,26450
Kingstown,13.1667,-61.2333,Saint Vincent And The Grenadines,25000
Andorra la Vella,42.5,1.5,Andorra,22615
Saint John’s,17.1211,-61.8447,Antigua And Barbuda,21926
Nuku‘alofa,-21.1347,-175.2083,Tonga,23221
Ashgabat,37.95,58.3833,Turkmenistan,19426
Nuuk,64.175,-51.7333,Greenland,18326
Belmopan,17.25,-88.7675,Belize,17222
Roseau,15.3,-61.3833,Dominica,16582
Basseterre,17.2983,-62.7342,Saint Kitts And Nevis,13220
Tórshavn,62,-6.7833,Faroe Islands,13326
Pago Pago,-14.274,-170.7046,American Samoa,12576
Valletta,35.8978,14.5125,Malta,6444
Gaza,31.5069,34.456,Gaza Strip,
Grand Turk,21.4664,-71.136,Turks And Caicos Islands,5801
Palikir,6.9178,158.185,Federated States of Micronesia,6227
Funafuti,-8.5243,179.1942,Tuvalu,6025
Vaduz,47.1397,9.5219,Liechtenstein,5668
Lobamba,-26.4465,31.2064,Swaziland,5800
Avarua,-21.207,-159.771,Cook Islands,5445
Saint George’s,12.0444,-61.7417,Grenada,4315
San Marino,43.932,12.4484,San Marino,4040
Al Quds,31.7764,35.2269,West Bank,
Capitol Hill,15.2137,145.7546,Northern Mariana Islands,2500
Stanley,-51.7,-57.85,Falkland Islands (Islas Malvinas),2213
Vatican City,41.9033,12.4534,Vatican City,825
Alofi,-19.056,-169.921,Niue,1611
Basse-Terre,16.0104,-61.7055,Guadeloupe,307
Hagåtña,13.4745,144.7504,Guam,1051
Marigot,18.0706,-63.0847,Saint Martin,
Jamestown,-15.9251,-5.7179,"Saint Helena, Ascension, And Tristan Da Cunha",714
Brades,16.7928,-62.2106,Montserrat,391
Philipsburg,18.0256,-63.0492,Sint Maarten,
Yaren,-0.5477,166.9209,Nauru,
Pristina,42.6633,21.1622,Kosovo,
Gustavia,17.8958,-62.8508,Saint Barthelemy,
Road Town,18.4167,-64.6167,British Virgin Islands,
Ngerulmud,7.5006,134.6242,Palau,271
Saint-Pierre,46.7811,-56.1764,Saint Pierre And Miquelon,
The Valley,18.2167,-63.05,Anguilla,
Mata-Utu,-13.2825,-176.1736,Wallis And Futuna,
Kingston,-29.0569,167.9617,Norfolk Island,
Longyearbyen,78.2167,15.6333,Svalbard,
Tifariti,26.0928,-10.6089,Morocco,
Adamstown,-25.0667,-130.0833,Pitcairn Islands,
Flying Fish Cove,-10.4167,105.7167,Christmas Island,
King Edward Point,-54.2833,-36.5,South Georgia And South Sandwich Islands,
Bareilly,28.364,79.415,India,1000000
Quảng Hà,16.06,108.25,Vietnam,1000000
Xingcheng,24.1681,115.6669,China,993000
Dongtai,32.8534,120.3037,China,990306
Al Manşūrah,31.05,31.3833,Egypt,960423
Yingcheng,24.1878,113.4042,China,986400
Chiba,35.6073,140.1064,Japan,981738
Pekanbaru,0.5333,101.45,Indonesia,983356
Luocheng,22.7645,111.5745,China,984100
Dnipro,48.4675,35.04,Ukraine,980948
Danyang,31.9948,119.575,China,980662
Natal,-6.9838,-60.2699,Brazil,980588
Nada,19.5,109.5833,China,977700
Zamboanga City,6.9167,122.0833,Philippines,977234
Kirkuk,35.4667,44.4,Iraq,975000
Naples,40.8333,14.25,Italy,966144
Wuchuan,21.4283,110.7749,China,972400
Huilong,31.8131,121.6574,China,972525
Oklahoma City,35.4676,-97.5136,United States,972943
Morelia,19.7683,-101.1894,Mexico,962555
Cebu City,10.293,123.902,Philippines,964169
Shaoxing,30,120.5833,China,961200
Coimbatore,11,76.9667,India,959823
Santo Domingo Este,18.4855,-69.8734,Dominican Republic,948855
Setagaya,35.6464,139.6533,Japan,940509
Sŏngnam,37.4386,127.1378,South Korea,948757
Taishan,22.2486,112.785,China,953900
Fangchenggang,21.6,108.3,China,953300
Solāpur,17.6715,75.9104,India,951558
Tangier,35.7767,-5.8039,Morocco,947952
Anqiu,36.3619,119.1072,China,947723
Feicheng,36.186,116.772,China,946627
Kermānshāh,34.3167,47.0686,Iran,945651
Kitakyūshū,33.8833,130.8833,Japan,935084
Meishan,34.1736,112.839,China,936000
Khartoum North,15.6333,32.6333,Sudan,936349
Kisangani,0.5153,25.1911,Congo (Kinshasa),935977
Aguascalientes,21.876,-102.296,Mexico,934424
Marrakech,31.6295,-7.9811,Morocco,928850
Donetsk,48.0089,37.8042,Ukraine,929063
Trujillo,-8.1119,-79.0289,Peru,919899
Taihe,30.8706,105.3784,China,924531
Bridgeport,41.1918,-73.1953,United States,924449
Trichinopoly,10.8269,78.6928,India,916857
Xin’an,34.3662,118.3369,China,920628
Taihecun,45.768,131.0063,China,920471
Naucalpan de Juárez,19.4753,-99.2378,Mexico,913681
Owerri,5.4833,7.0333,Nigeria,908109
Padang,-0.9556,100.3606,Indonesia,914970
Qingzhou,36.6967,118.4797,China,914047
Buffalo,42.9016,-78.8487,United States,914341
Lichuan,30.2965,108.9378,China,913700
Daye,30.1003,114.9699,China,909724
Fort Worth,32.7811,-97.3473,United States,909585
Hengzhou,22.6896,109.2674,China,908400
Campo Grande,-20.4686,-54.6222,Brazil,906092
Zhuanghe,39.6896,122.9664,China,905852
Hartford,41.7661,-72.6834,United States,905152
Bobo-Dioulasso,11.1833,-4.2833,Burkina Faso,903887
Ad Dammām,26.4333,50.1,Saudi Arabia,903312
Lhasa,29.6458,91.1408,China,902500
Jiaozhou,36.2481,119.9625,China,900500
Taguig City,14.5167,121.05,Philippines,886722
Mérida,20.97,-89.62,Mexico,892363
Yangchun,22.1717,111.7846,China,891800
Bucheon,37.4989,126.7831,South Korea,867678
Dengtalu,36.0819,114.3481,China,887000
Antipolo,14.5842,121.1763,Philippines,887399
Hubli,15.3619,75.1231,India,890000
Abeokuta,7.15,3.35,Nigeria,888924
Cancún,21.1606,-86.8475,Mexico,888797
Tucson,32.1545,-110.8782,United States,888486
Krasnodar,45.0333,38.9833,Russia,881476
Natal,-5.795,-35.2089,Brazil,877662
Chihuahua,28.6353,-106.0889,Mexico,878062
Klang,3.0333,101.45,Malaysia,878000
Turin,45.0667,7.7,Italy,870952
Ar Ramādī,33.4258,43.2992,Iraq,874543
Laiyang,36.9758,120.7136,China,874127
Sale,34.05,-6.8167,Morocco,850403
Jalandhar,31.3256,75.5792,India,873725
Kaifeng Chengguanzhen,34.8519,114.3481,China,872000
Ikeja,6.6186,3.3426,Nigeria,861300
Malang,-7.98,112.62,Indonesia,866118
Marseille,43.2964,5.37,France,868277
Saltillo,25.4333,-101,Mexico,864431
Gaomi,36.3833,119.75,China,868715
Ipoh,4.6,101.07,Malaysia,866772
Hai’an,32.532,120.4604,China,866337
Oran,35.6969,-0.6331,Algeria,852000
Hermosillo,29.0989,-110.9542,Mexico,855563
Weichanglu,37.1792,119.9333,China,859424
Shache,38.4261,77.25,China,851374
Leping,28.9632,117.1203,China,852800
Hailun,47.4585,126.9632,China,850000
Macheng,31.1817,115.0189,China,849090
Akure,7.25,5.195,Nigeria,847903
Ilorin,8.5,4.55,Nigeria,847582
Teresina,-5.0949,-42.8042,Brazil,847430
Yuci,37.6823,112.7281,China,840000
Omaha,41.2627,-96.0522,United States,847819
Saratov,51.5333,46,Russia,845300
Erbil,36.1911,44.0094,Iraq,846000
Iguaçu,-22.74,-43.47,Brazil,844583
El Paso,31.8479,-106.4309,United States,843386
Pasig City,14.575,121.0833,Philippines,803159
Denpasar,-8.6667,115.2167,Indonesia,834881
Dehui,44.5323,125.6965,China,839786
Bhubaneshwar,20.2644,85.8281,India,837737
Tongchuan,34.9057,108.9422,China,834437
Cheongju,36.6372,127.4897,South Korea,833276
Warri,5.5167,5.75,Nigeria,830106
Pointe-Noire,-4.7889,11.8653,Congo (Brazzaville),829134
Sakai,34.5667,135.4833,Japan,823523
Rongjiawan,29.1409,113.1087,China,826000
Butterworth,5.3992,100.3639,Malaysia,821652
Renqiu,38.7094,116.1008,China,822455
Honolulu,21.3294,-157.846,United States,820987
Xindi,29.8182,113.4653,China,819446
Wu’an,36.6941,114.1847,China,819000
São Bernardo do Campo,-23.6939,-46.565,Brazil,816925
Gaoyou,32.7847,119.4432,China,811800
Culiacán,24.8069,-107.3939,Mexico,808416
Hejian,38.4451,116.0897,China,810306
Yiyang,26.4103,112.3913,China,810447
Puxi,35.2125,114.735,China,809535
Zijinglu,34.7513,112.9854,China,807857
João Pessoa,-7.12,-34.88,Brazil,801718
McAllen,26.2273,-98.2471,United States,804114
Querétaro,20.5875,-100.3928,Mexico,801940
Abaeté,-19.1583,-45.4522,Brazil,800000
Palermo,2.8883,-75.4339,Colombia,800000
Qingping,34.538,113.3796,China,797200
Valencia,39.47,-0.3764,Spain,789744
Niigata,37.9161,139.0364,Japan,790646
Leeds,53.7997,-1.5492,United Kingdom,789194
Morādābād,28.8437,78.7548,India,787000
Hamamatsu,34.7167,137.7333,Japan,788211
Xiangxiang,27.7389,112.5223,China,787216
Chaohucun,31.6783,117.7353,China,782000
Fuyang,30.0553,119.95,China,771000
Homs,34.7333,36.7167,Syria,775404
Lubango,-14.9167,13.5,Angola,776249
San Luis Potosí,22.1511,-100.9761,Mexico,772828
Cencheng,22.9297,111.0186,China,772113
Dali,25.7003,100.1564,China,771128
Hamhŭng,39.9167,127.5333,North Korea,768551
Kraków,50.0614,19.9372,Poland,766739
Hempstead,40.6629,-73.6089,United States,767417
Frankfurt,50.1136,8.6797,Germany,764104
Al ‘Ayn,24.2075,55.7447,United Arab Emirates,766936
Songzi,30.1772,111.7732,China,765911
Laixi,36.8667,120.5333,China,762900
Bahawalpur,29.3956,71.6722,Pakistan,762111
Zhongba,31.7761,104.7406,China,762140
Kaduna,10.5105,7.4165,Nigeria,760084
Qingnian,36.8494,115.7061,China,760781
Albuquerque,35.1053,-106.6464,United States,761195
Xinhualu,34.3962,113.7249,China,758079
Nerima,35.75,139.6167,Japan,742463
Guangshui,31.6189,113.8229,China,755910
Tlajomulco de Zúñiga,20.4736,-103.4431,Mexico,727750
Samarinda,-0.5022,117.1536,Indonesia,753370
Pietermaritzburg,-29.6009,30.3796,South Africa,750845
Changhua,24.0667,120.5333,Taiwan,750000
Kolhāpur,16.7,74.2333,India,750000
Sizhan,39.0099,106.3694,China,751389
Ciudad Guayana,8.3596,-62.6517,Venezuela,751331
Cúcuta,7.9075,-72.5047,Colombia,750000
Licheng,31.4174,119.4786,China,749522
Ōta-ku,35.5614,139.7161,Japan,737187
Thiruvananthapuram,8.5,76.8997,India,743691
Tyumen,57.15,65.5333,Russia,744554
Nampula,-15.1167,39.2667,Mozambique,743000
Zaporizhzhia,47.8378,35.1383,Ukraine,741717
Chengguan,35.5256,113.6976,China,740435
Kumamoto,32.8031,130.7078,Japan,738385
Nehe,48.48,124.8738,China,740000
Birmingham,33.5277,-86.7987,United States,739573
Zunhua,40.1881,117.9593,China,737011
Valenzuela,14.7,120.9833,Philippines,714978
Orūmīyeh,37.5486,45.0675,Iran,736224
Wugang,26.7345,110.6293,China,734870
Osogbo,7.7597,4.5761,Nigeria,731000
Shuangqiao,35.0833,112.5833,China,733000
Comodoro Rivadavia,-45.8667,-67.5,Argentina,730266
Cagayan de Oro,8.4833,124.65,Philippines,728402
Langzhong,31.5504,105.9938,China,728935
Qian’an,40.0059,118.6973,China,728160
Lviv,49.8419,24.0315,Ukraine,724314
Zouping,36.8625,117.7424,China,726722
An Najaf,32.029,44.3396,Iraq,724700
Sagamihara,35.5667,139.3667,Japan,722973
Sarasota,27.3386,-82.5431,United States,722243
Mississauga,43.6,-79.65,Canada,721599
Okayama,34.65,133.9167,Japan,720043
Anlu,31.2575,113.6783,China,720000
Dayton,39.7797,-84.1998,United States,718353
Changsha,22.3762,112.6877,China,717700
Torreón,25.5394,-103.4486,Mexico,716672
Shihezi,44.3,86.0333,China,717000
George Town,5.4145,100.3292,Malaysia,708127
Enugu,6.4403,7.4942,Nigeria,715774
Soledad,10.92,-74.77,Colombia,698852
Jaboatão,-8.1803,-35.0014,Brazil,702621
Yanggok,37.6367,127.2142,South Korea,713321
Yatou,37.1653,122.4867,China,714211
Santo André,-23.6572,-46.5333,Brazil,710210
Xichang,27.8983,102.2706,China,712434
Bhiwandi,19.3,73.0667,India,709665
City of Parañaque,14.4667,121.0167,Philippines,689992
Dasmariñas,14.3294,120.9367,Philippines,703141
Chengxiang,31.4515,121.1043,China,709500
Sahāranpur,29.964,77.546,India,705478
Warangal,17.9756,79.6011,India,704570
Edogawa,35.6924,139.8757,Japan,690457
Osasco,-23.5328,-46.7919,Brazil,694844
Dashiqiao,40.6328,122.5021,China,704891
Latakia,35.5236,35.7917,Syria,700000
Rochester,43.168,-77.6162,United States,703952
Fresno,36.7831,-119.7941,United States,703498
Banjarmasin,-3.319,114.5921,Indonesia,692793
Salem,11.65,78.1667,India,693236
General Santos,6.1167,125.1667,Philippines,697315
Ḩamāh,35.1333,36.75,Syria,696863
Bacoor,14.4624,120.9645,Philippines,664625
Shishi,24.7355,118.6434,China,693000
Guadalupe,25.6775,-100.2597,Mexico,691931
