Group,New Group,Metric,Country,Value,Total,Point
Household,0,3+ adults,Estonia,16,21.7,2
Household,0,3+ adults,Ireland,19.5,29.9,2
Household,0,3+ adults,Greece,20.7,27.7,2
Household,0,3+ adults,Spain,20.4,25.5,2
Household,0,3+ adults,France,14.7,19.2,2
Household,0,3+ adults,Italy,18,24.5,2
Household,0,3+ adults,Cyprus,17.1,23.6,2
Household,0,3+ adults,Latvia,32,38.1,2
Household,0,3+ adults,Lithuania,30.6,33.4,2
Household,0,3+ adults,Luxembourg,7.4,17.1,2
Household,0,3+ adults,Hungary,21.5,29.9,2
Household,0,3+ adults,Malta,9.7,20.6,2
Household,0,3+ adults,Netherlands,7.6,15.1,2
Household,0,3+ adults,Austria,6.4,16.6,2
Household,0,3+ adults,Poland,23.2,27.8,2
Household,0,3+ adults,Portugal,17.4,25.3,2
Household,0,3+ adults,Romania,32.8,41.4,2
Household,0,3+ adults,Slovenia,12.6,18.3,2
Household,0,3+ adults,Slovakia,14.4,20.6,2
Household,0,3+ adults,Finland,12.5,16.9,2
Household,0,3+ adults,Sweden,9,15,2
Household,0,3+ adults,United Kingdom,13.6,23.1,2
Household,0,3+ adults,Iceland,6.3,13.7,2
Household,0,3+ adults,Norway,7.5,14.9,2
Household,0,3+ adults,Switzerland,8.8,17.1,2
Household,0,3+ adults,Croatia,23.2,31.3,2
Household,0,3+ adults w dep. children,Belgium,19.9,20.8,2
Household,0,3+ adults w dep. children,Bulgaria,40,41.6,2
Household,0,3+ adults w dep. children,Czech Republic,9.5,14.4,2
Household,0,3+ adults w dep. children,Denmark,20.9,18.3,2
Household,0,3+ adults w dep. children,Germany,10.7,19.7,2
Household,0,3+ adults w dep. children,Estonia,19.8,21.7,2
Household,0,3+ adults w dep. children,Ireland,27.9,29.9,2
Household,0,3+ adults w dep. children,Greece,36.8,27.7,2
Household,0,3+ adults w dep. children,Spain,28.9,25.5,2
Household,0,3+ adults w dep. children,France,25.5,19.2,2
Household,0,3+ adults w dep. children,Italy,30,24.5,2
Household,0,3+ adults w dep. children,Cyprus,16.1,23.6,2
Household,0,3+ adults w dep. children,Latvia,37.1,38.1,2
Household,0,3+ adults w dep. children,Lithuania,30.9,33.4,2
Household,0,3+ adults w dep. children,Luxembourg,18.9,17.1,2
Household,0,3+ adults w dep. children,Hungary,33.3,29.9,2
Household,0,3+ adults w dep. children,Malta,18.7,20.6,2
Household,0,3+ adults w dep. children,Netherlands,8.2,15.1,2
Household,0,3+ adults w dep. children,Austria,15.4,16.6,2
Household,0,3+ adults w dep. children,Poland,27.2,27.8,2
Household,0,3+ adults w dep. children,Portugal,26.7,25.3,2
Household,0,3+ adults w dep. children,Romania,43.2,41.4,2
Household,0,3+ adults w dep. children,Slovenia,12,18.3,2
Household,0,3+ adults w dep. children,Slovakia,24.4,20.6,2
Household,0,3+ adults w dep. children,Finland,14.8,16.9,2
Household,0,3+ adults w dep. children,Sweden,11.9,15,2
Household,0,3+ adults w dep. children,United Kingdom,16.9,23.1,2
Household,0,3+ adults w dep. children,Iceland,3.3,13.7,2
Household,0,3+ adults w dep. children,Norway,11.4,14.9,2
Household,0,3+ adults w dep. children,Switzerland,14.6,17.1,2
Household,0,3+ adults w dep. children,Croatia,29,31.3,2
Household,0,Households w/o dep. children,Belgium,21.7,20.8,2
Household,0,Households w/o dep. children,Bulgaria,44.1,41.6,2
Household,0,Households w/o dep. children,Czech Republic,13.2,14.4,2
Household,0,Households w/o dep. children,Denmark,23,18.3,2
Household,0,Households w/o dep. children,Germany,20.6,19.7,2
Household,0,Households w/o dep. children,Estonia,22,21.7,2
Household,0,Households w/o dep. children,Ireland,23.1,29.9,2
Household,0,Households w/o dep. children,Greece,26.8,27.7,2
Household,0,Households w/o dep. children,Spain,23.3,25.5,2
Household,0,Households w/o dep. children,France,17.9,19.2,2
Household,0,Households w/o dep. children,Italy,21.6,24.5,2
Household,0,Households w/o dep. children,Cyprus,30.3,23.6,2
Household,0,Households w/o dep. children,Latvia,38.4,38.1,2
Household,0,Households w/o dep. children,Lithuania,36.1,33.4,2
Household,0,Households w/o dep. children,Luxembourg,12.7,17.1,2
Household,0,Households w/o dep. children,Hungary,24.9,29.9,2
Household,0,Households w/o dep. children,Malta,18.8,20.6,2
Household,0,Households w/o dep. children,Netherlands,15.3,15.1,2
Household,0,Households w/o dep. children,Austria,16.9,16.6,2
Household,0,Households w/o dep. children,Poland,27.6,27.8,2
Household,0,Households w/o dep. children,Portugal,25.4,25.3,2
Household,0,Households w/o dep. children,Romania,38.9,41.4,2
Household,0,Households w/o dep. children,Slovenia,23.9,18.3,2
Household,0,Households w/o dep. children,Slovakia,18.8,20.6,2
Household,0,Households w/o dep. children,Finland,20.3,16.9,2
Household,0,Households w/o dep. children,Sweden,17.3,15,2
Household,0,Households w/o dep. children,United Kingdom,20.5,23.1,2
Household,0,Households w/o dep. children,Iceland,13.6,13.7,2
Household,0,Households w/o dep. children,Norway,17.9,14.9,2
Household,0,Households w/o dep. children,Switzerland,16.8,17.1,2
Household,0,Households w/o dep. children,Croatia,34,31.3,2
Household,0,Households w dep. children,Belgium,20,20.8,2
Household,0,Households w dep. children,Bulgaria,39.6,41.6,2
Household,0,Households w dep. children,Czech Republic,15.5,14.4,2
Household,0,Households w dep. children,Denmark,13.4,18.3,2
Household,0,Households w dep. children,Germany,18.7,19.7,2
Household,0,Households w dep. children,Estonia,21.5,21.7,2
Household,0,Households w dep. children,Ireland,34,29.9,2
Household,0,Households w dep. children,Greece,28.7,27.7,2
Household,0,Households w dep. children,Spain,27.7,25.5,2
Household,0,Households w dep. children,France,20.2,19.2,2
Household,0,Households w dep. children,Italy,27.4,24.5,2
Household,0,Households w dep. children,Cyprus,18.6,23.6,2
Household,0,Households w dep. children,Latvia,37.9,38.1,2
Household,0,Households w dep. children,Lithuania,31.5,33.4,2
Household,0,Households w dep. children,Luxembourg,20.4,17.1,2
Household,0,Households w dep. children,Hungary,33.9,29.9,2
Household,0,Households w dep. children,Malta,22,20.6,2
Household,0,Households w dep. children,Netherlands,14.8,15.1,2
Household,0,Households w dep. children,Austria,16.2,16.6,2
Household,0,Households w dep. children,Poland,27.9,27.8,2
Household,0,Households w dep. children,Portugal,25.1,25.3,2
Household,0,Households w dep. children,Romania,43,41.4,2
Household,0,Households w dep. children,Slovenia,14,18.3,2
Household,0,Households w dep. children,Slovakia,21.9,20.6,2
Household,0,Households w dep. children,Finland,13.1,16.9,2
Household,0,Households w dep. children,Sweden,12.7,15,2
Household,0,Households w dep. children,United Kingdom,25.7,23.1,2
Household,0,Households w dep. children,Iceland,13.8,13.7,2
Household,0,Households w dep. children,Norway,11.9,14.9,2
Household,0,Households w dep. children,Switzerland,17.4,17.1,2
Household,0,Households w dep. children,Croatia,29.1,31.3,2
